Date,type,Text,Google Translate,translation,paraphrase,Community,group name,group link,Relevant Keywords,Related Services,Intent,Intent Explanation,intent - manually classified
2022-04-29 8:12:50,Post,"🚫 বিভিন্ন ট্রাভেল গ্রুপে কালেক্ট করা ছবি ভিডিওর কপিরাইট ইস্যুর কারণে সমস্যা হচ্ছে, কিছু গ্রুপ disabled ও হয়ে গেছে। গ্রুপে ছবি ভিডিও পোস্ট করার আগে একবার দেখে নিন 👇
❌ এখন থেকে গ্রুপে কোন দেশি বিদেশি কালেক্ট করা ছবি ভিডিও পোস্ট করা যাবে না।
❌ ভিডিও তে কপিরাইট ফ্রি মিউজিক ছাড়া কোন দেশি বিদেশি গান, মিউজিক, কন্টেন্ট এড করা যাবে না।
❌ পোস্ট, কমেন্টে কোন পেইজ লিংক, পোস্ট লিংক, ড্রাইভ লিংক সহ সকল প্রকার লিংক শেয়ার নিষিদ্ধ।","🚫 The image of the video collected in different travel groups is due to the copyright issue of the video, some groups are disabled and disabled. Take a look at once before posting pictures video in the group
❌ From now on, no domestic foreign collected photo video can be posted in the group.
No domestic foreign songs, music, content can be added to the video without copyright free music.
❌ Posts, comments on any page link, post link, drive link and all types of links are prohibited.","🚫 বিভিন্ন ট্রাভেল গ্রুপে কালেক্ট করা ছবি ভিডিওর কপিরাইট ইস্যুর কারণে সমস্যা হচ্ছে, কিছু গ্রুপ disabled ও হয়ে গেছে। গ্রুপে ছবি ভিডিও পোস্ট করার আগে একবার দেখে নিন 👇
❌ এখন থেকে গ্রুপে কোন দেশি বিদেশি কালেক্ট করা ছবি ভিডিও পোস্ট করা যাবে না।
❌ ভিডিও তে কপিরাইট ফ্রি মিউজিক ছাড়া কোন দেশি বিদেশি গান, মিউজিক, কন্টেন্ট এড করা যাবে না।
❌ পোস্ট, কমেন্টে কোন পেইজ লিংক, পোস্ট লিংক, ড্রাইভ লিংক সহ সকল প্রকার লিংক শেয়ার নিষিদ্ধ।","🚫 The image of the video collected in different travel groups is due to the copyright issue of the video, some groups are disabled and disabled. Take a look once before posting pictures video in the group
❌ From now on, no domestic foreign collected photo video can be posted in the group.
No domestic foreign songs, music, content can be added to the video without copyright free music.
❌ Posts, comments on any page link, post link, drive link and all types of links are prohibited.",Travelling/Long distance journey,Travellers of Bangladesh,https://www.facebook.com/groups/647450768707652,"  travel groups, copyright concerns, guidelines, pictures, videos, domestic sources, foreign sources, music, content, copyright-free, posting, commenting, link, page links, post links, drive links, freelancing work, skills",Not Directly Related,Offering Information,Sharing guidelines for posting pictures and videos in a travel group.,Offering Information
2023-07-03 15:40:05,Post,"Subhan Allah.

Amazing view before landing at Geneva Airport.","Subhan Allah.

Amazing view before landing at Geneva Airport.","Subhan Allah.

Amazing view before landing at Geneva Airport.","Subhan Allah.

Amazing view before landing at Geneva Airport.",Travelling/Long distance journey,Travellers of Bangladesh,https://www.facebook.com/groups/647450768707653,"- Geneva Airport
- View
- Landing",Not Directly Related,"Feelings, Personal Story",Tourism story,"Feelings, Personal Story"
2023-07-06 3:15:17,Post,"কোটি টাকার ভিউ! পাহাড়-সাগর একসাথে!
#campfire season 2.8
#কক্সবাজার","Billions of views! The mountain-sea is together!
#campfire season 2.8
#Cox's Bazar","কোটি টাকার ভিউ! পাহাড়-সাগর একসাথে!
#campfire season 2.8
#কক্সবাজার","Billions of views! The mountain-sea is together!
#campfire season 2.8
#Cox's Bazar",Travelling/Long distance journey,Travellers of Bangladesh,https://www.facebook.com/groups/647450768707654,"- #campfire
- Cox's Bazar
- Second season
- Mountain scenery
- Sea scenery",Entertainment,"Feelings, Personal Story",Tourism story,"Feelings, Personal Story"
2023-07-07 3:31:32,Post,"02/07/2023😌
📍 Mayabi waterfall, jaflong, shylet","02/07/2023😌
📍 Mayabi waterfall, jaflong, shylet","02/07/2023😌
📍 Mayabi waterfall, jaflong, shylet","02/07/2023😌
📍 Mayabi waterfall, jaflong, shylet",Travelling/Long distance journey,Travellers of Bangladesh,https://www.facebook.com/groups/647450768707655," 
- Mayabi waterfall
- Jaflong
- Sylhet",Not Directly Related,"Feelings, Personal Story",Tourism story,"Feelings, Personal Story"
2023-07-06 17:36:06,Post,"ঢাকা থেকে শ্রীমঙ্গল বা সিলেট ট্রেন জার্নিটি হয়ত দেশের সবচেয়ে সুন্দর ট্রেন জার্নি। আর কেবিনে করে গেলে সেটা হয়ে যায় আরও কয়েকগুণ বেশি সুন্দর।
ঢাকা শ্রীমঙ্গল রুটেই রয়েছে দেশের একমাত্র ফার্স্ট ক্লাস নন এসি কেবিন যেখানে কেবিনে বসে খোলা জানালা দিয়ে চা বাগানের সুন্দর দৃশ্য দেখা যায়। বৃষ্টি , চা বাগান মিলিয়ে মনে রাখার মত একটি ট্রেন জার্নি ছিলো।","Srimangal or Sylhet train journey from Dhaka to Dhaka may be the most beautiful train journey in the country. And when done in the cabin, it becomes a few times more beautiful.
On the Dhaka Srimangal route is the only first class in the country, not the AC cabin where the beautiful view of the tea garden can be seen through the open window. There was a train journey to remember the rain, tea garden.","ঢাকা থেকে শ্রীমঙ্গল বা সিলেট ট্রেন জার্নিটি হয়ত দেশের সবচেয়ে সুন্দর ট্রেন জার্নি। আর কেবিনে করে গেলে সেটা হয়ে যায় আরও কয়েকগুণ বেশি সুন্দর।
ঢাকা শ্রীমঙ্গল রুটেই রয়েছে দেশের একমাত্র ফার্স্ট ক্লাস নন এসি কেবিন যেখানে কেবিনে বসে খোলা জানালা দিয়ে চা বাগানের সুন্দর দৃশ্য দেখা যায়। বৃষ্টি , চা বাগান মিলিয়ে মনে রাখার মত একটি ট্রেন জার্নি ছিলো।","Srimangal or Sylhet train journey from Dhaka to Dhaka may be the most beautiful train journey in the country. And when done in the cabin, it becomes a few times more beautiful.
On the Dhaka Srimangal route is the only first class in the country, not the AC cabin where the beautiful view of the tea garden can be seen through the open window. There was a train journey to remember the rain, tea garden.",Travelling/Long distance journey,Travellers of Bangladesh,https://www.facebook.com/groups/647450768707656,"train journey, Dhaka, Srimangal, Sylhet, stunning, enchanting, cabin, routes, first-class, air conditioning, breathtaking view, tea gardens, open windows, memorable, soothing sound, rain, picturesque, freelancing work, skills, word cloud",Entertainment,"Offering Information, Feelings, Personal Story",Tourism story,"Offering Information, Feelings, Personal Story"
2023-07-06 18:43:35,Post,"৫০-৬০হাজার বাজেটে আমি, জামাই, ৩বছরের মেয়ে আর ছোট ভাই নিয়ে কোন দেশে ট্যুর সম্ভব?
কোন দেশের কোন শহরে?
একটু প্লান দিবেন কেউ?","In the budget of 4-5 thousand, I, Jamai, 3-year-old daughter and younger brother in which country can tour be possible?
Which country in which country?
Will anyone plan a little?","৫০-৬০হাজার বাজেটে আমি, জামাই, ৩বছরের মেয়ে আর ছোট ভাই নিয়ে কোন দেশে ট্যুর সম্ভব?
কোন দেশের কোন শহরে?
একটু প্লান দিবেন কেউ?","In the budget of 4-5 thousand, I, Jamai, 3-year-old daughter and younger brother in which country can tour be possible?
Which country in which country?
Will anyone plan a little?",Travelling/Long distance journey,Travellers of Bangladesh,https://www.facebook.com/groups/647450768707657,"tourism, small budget, plan suggestions, family plan",Make Payment,Discovery,Advice on travel destination according to budget,Discovery
2023-07-06 16:16:28,Post,"ডাওকি, সিলেট বর্ডার এ কি Money Exchange আছে ? BDT/ USD কোনটা নিলে ভালো হবে?
অগ্রিম ধন্যবাদ।","Do you have Money Exchange at Dauki, Sylhet Border? Which one would be better if BDT/ USD?
Thanks in advance.","ডাওকি, সিলেট বর্ডার এ কি Money Exchange আছে ? BDT/ USD কোনটা নিলে ভালো হবে?
অগ্রিম ধন্যবাদ।","Do you have Money Exchange at Dauki, Sylhet Border? Which one would be better if BDT/ USD?
Thanks in advance.",Travelling/Long distance journey,Travellers of Bangladesh,https://www.facebook.com/groups/647450768707658," currency exchange services, Dauki, Sylhet Border, favorable, exchanging, Bangladeshi Taka, BDT, United States Dollars, USD.",Not Directly Related,Discovery,Currency exchange services while traveling,Discovery
2023-07-05 16:30:40,Post,"এই সবুজের সৌন্দর্য্য হারাবার নয়....
বৃষ্টির পরে নতুন জুমে একটি স্নিগ্ধ সকাল 🥰

আলীকদম, বান্দরবান।","Not to lose the beauty of this green ....
A soft morning in the new zoom after the rain 🥰

Alikadam, Bandarban.","এই সবুজের সৌন্দর্য্য হারাবার নয়....
বৃষ্টির পরে নতুন জুমে একটি স্নিগ্ধ সকাল 🥰

আলীকদম, বান্দরবান।","Not to lose the beauty of this green ....
A soft morning in the new zoom after the rain 🥰

Alikadam, Bandarban.",Travelling/Long distance journey,Travellers of Bangladesh,https://www.facebook.com/groups/647450768707659,"- Lush landscape
- Preserve
- Fade away
- Gentle morning
- Fresh surroundings
- Rainfall
- Alikadam
- Bandarban",Not Directly Related,"Feelings, Promotion",Tourism,"Feelings, Promotion"
2023-07-06 4:11:05,Post,"গতকাল কুমিল্লা মর্ডান হাই স্কুল থেকে সীতাকুণ্ড গুলিয়াখালী বিচে ঘুরতে এসে সমুদ্র জোয়ারে আটকা পড়ে যায় ১৪জন ছাত্র। স্থানীয় প্রশাসন,ও ফায়ার সাভির্সের সহযোগীতায় ১৩ জনকে সুস্থ অবস্থায় উদ্বার করে।

গতকাল সারাদিন নিঁখোজ হওয়ার পর আজ সকাল ৮ টার দিকে ৯ম শ্রেণির ছাত্র মেহেদীর লাশ উদ্ধার করে স্থানীয়রা।","Sitakunda Guliakhali Beach from Comilla Mordan High School yesterday came to the beach. With the help of the local administration, and the fire sauces, 5 people were recovered in a healthy state.

Locals recovered the body of a 5th grade student Mehdi at around 8am yesterday after being submerged.","গতকাল কুমিল্লা মর্ডান হাই স্কুল থেকে সীতাকুণ্ড গুলিয়াখালী বিচে ঘুরতে এসে সমুদ্র জোয়ারে আটকা পড়ে যায় ১৪জন ছাত্র। স্থানীয় প্রশাসন,ও ফায়ার সাভির্সের সহযোগীতায় ১৩ জনকে সুস্থ অবস্থায় উদ্বার করে।

গতকাল সারাদিন নিঁখোজ হওয়ার পর আজ সকাল ৮ টার দিকে ৯ম শ্রেণির ছাত্র মেহেদীর লাশ উদ্ধার করে স্থানীয়রা।","Sitakunda Guliakhali Beach from Comilla Mordan High School yesterday came to the beach. With the help of the local administration, and the fire sauces, 5 people were recovered in a healthy state.

Locals recovered the body of a 5th grade student Mehdi at around 8am yesterday after being submerged.",Travelling/Long distance journey,Travellers of Bangladesh,https://www.facebook.com/groups/647450768707660,"- Student
- Mehdi
- Comilla Mordan High School
- Drowned
- Sitakunda Guliakhali Beach
- Local administration
- Fire services
- Recovery process
- Rescued",Not Directly Related,Offering Information,Tourism story,Offering Information
2022-04-29 8:12:50,Post,আশা করি ঈদ আড্ডায় দেখা হবে অনেকের সাথে।,I hope to meet many people in the Eid chat.,,I am looking forward to meeting numerous individuals in the Eid chat. Please paraphrase this text and correct any grammatical errors to ensure readability.,F-commerce,eeCAB,https://www.facebook.com/groups/eeCAB,"Eid, Festival, hangouts, gettogether",Not Directly Related,Other,Meetup,Other
2023-07-03 15:40:05,Post,কিভাবে দ্রুত বিকাশ+নগদ মার্চেন্ট একাউন্ট নিতে পারবো??,How can I get a quick development+cash merchant account ??,,How can I obtain a merchant account that offers fast development and cash access?,F-commerce,eeCAB,https://www.facebook.com/groups/eeCAB,"merchant account, bKash, Nagad",Merchant Account,Discovery, Methods of obtaining a merchant account with fast development and cash access,Discovery
2023-07-06 3:15:17,Post,কাস্টমার কেয়ার এর মতো ফোন কল ফরওয়ার্ড করে দেওয়ার কোনো সফটওয়্যার আছে?যাতে ভিডিওকলে অন্য কারো সাথে কানেক্ট করে দেওয়া যাবে।,There is any software for forwarding phone calls like customer care?,,"Is there any software available that can redirect phone calls, similar to customer service?",F-commerce,eeCAB,https://www.facebook.com/groups/eeCAB,"customer care, software, redirect phone calls",Not Directly Related,Discovery,Customer care software,Discovery
2023-07-07 3:31:32,Post,"চায়না থেকে কিছু স্কিন কেয়ার প্রডাক্ট এনেছিলাম,
কোনোভাবেই সেল করতে পারছিনা।
আমি বুস্ট করে সেল দেই,কিন্তু পণ্য চলে আসার পর জানতে পারি স্কিন কেয়ার আইটেম বুস্ট দেওয়া যায়না। একজন ছোটো উদ্যক্তা হিসেবে এতো টাকা আটকে থাকা খুবই লসের।
কি করা যায়, অভিজ্ঞদের পরামর্শ চাচ্ছি।","Brought some skin care product from China,
Can't sell in any way.
I boost and selle, but after the product is out, I find out that skin care item cannot be boost. It is very lost as a small entrepreneur.
What to do, I seek advice from experienced.",,"Purchased skin care products from China,
Unable to sell them in any manner.
I attempted to promote and sell them, but later discovered that the skin care item cannot be marketed. This is a significant setback for me as a small business owner.
Now, I am seeking guidance from experienced individuals on what steps to take.",F-commerce,eeCAB,https://www.facebook.com/groups/eeCAB,"- skin care products
- China
- sell
- promote
- marketing
- small business owner
- setback
- guidance
- experienced individuals
- steps to take",Not Directly Related,"Feelings, Personal Story","Purchased skin care products from China, unable to sell them in any manner.","Feelings, Personal Story"
2023-07-06 17:36:06,Post,বুস্টিং এবং প্রমোটিং এর জন্য অভিজ্ঞ কাউকে চাচ্ছি!,I want someone experienced for boosting and promoting!,, I am looking for someone with expertise in boosting and promoting.,F-commerce,eeCAB,https://www.facebook.com/groups/eeCAB,"Facebook boosting, promotion, advertisement, Facebook expert",Not Directly Related,"Discovery, Promotions",Help with Boosting and Promotions,"Discovery, Promotions"
2023-07-06 18:43:35,Post,আমার কোম্পানির কসমেটিক্স পন্য ফটোশুট করতে চাই।যেগুলো পরবর্তীতে সোস্যাল মিডিয়া ওয়েবসাইট ও ক্যাটালগ বানাতে কাজে লাগাবো।প্রফেশনাল কেউ যোগাযোগ করার অনুরোধ রইলো।,I would like to photoshoot the cosmetics product of my company. Those will later be used to create social media websites and catalogs.,,I want to arrange a photoshoot for the cosmetics products manufactured by my company. These photographs will be utilized for the purpose of developing social media platforms and catalogs.,F-commerce,eeCAB,https://www.facebook.com/groups/eeCAB,"  photoshoot, cosmetics products, company, social media platforms, catalogs, E-commerce, fcommerce, word cloud",Not Directly Related,"Discovery, Promotions",Help with photographing and cataloging cosmetic products,"Discovery, Promotions"
2023-07-06 16:16:28,Post,"#হেল্পপোস্ট
আমার এই আইডি থেকে কোন গ্রুপে সেলপোস্ট দিলে ফেসবুক থেকে রেস্ট্রিকটেড হয়ে যাচ্ছে।

এর আগেও দুই গ্রুপে পোস্ট দেয়ায় এমন হয়েছিল। পরে এক্সপার্ট দিয়ে গতকাল রাতে ঠিক হয়েছে।

আজ একটা সেল গ্রুপে পোস্ট দেয়ার পর আবারও সেম প্রবলেম।
কোড সাবমিটের পর রেস্ট্রিকশন তুলে নিয়েছে।

বুঝতে পারছিনা কি করা উচিত। আমার এই আইডি দিয়ে পেজ ক্রিয়েট করা।","#Helppost
If you give a cellpost to a group from this ID, you are restricted from Facebook.

This was the case before posting in two groups. Later it was okay last night with Expert.

After posting in a cell group today, the problem is again.
Restriction picked up after the code submit.

I do not understand what to do. Create the page with this ID.",,"If you share a sellpost with a group using this ID, you will be banned from using Facebook. This happened previously when posting in two groups, but it was resolved last night with the help of an Expert. However, after posting in a sell group today, the issue has resurfaced. The restriction was imposed after submitting the code. I am unsure about the next steps to take. Should I create a page using this ID?",F-commerce,eeCAB,https://www.facebook.com/groups/eeCAB,"sellpost, banned, Facebook, resolved, Expert, sell group, restriction, code, next steps",Not Directly Related,Discovery,How to not get F-commerce account banned by Facebook,Discovery
2023-07-05 16:30:40,Post,"আজ ৬ই জুলাই ২০২৩ তারিখ ই-ক্যাব অফিসে ই-ক্যাব এবং Green Box এর মাঝে একটি চুক্তি স্বাক্ষরিত হয়।

উক্ত চুক্তি অনুসারে ই-ক্যাবের সদস্যগণ প্রযুক্তিখাতে বিশেষ সেবা ও সুবিধা গ্রহণ করতে পারবেন।

চুক্তি স্বাক্ষর অনুষ্ঠানে উপস্থিত ছিলেন ই-ক্যাব মেম্বার এফ্যারস স্ট্যান্ডিং কমিটির চেয়ারম্যান আব্দুর রহমান, কো-চেয়ারম্যান হোসনেআরা নূরী নওরীন, Green Box এর CEO হাসান জামান। এছাড়াও উপস্থিত ছিলেন ই-ক্যাব এর এক্সিকিউটিভ ডিরেক্টর জাহাঙ্গীর আলম শোভন আর এসিস্ট্যান্ট ম্যানেজার মো: শাহাদাত হোসেন।","An agreement was signed between e-Cab and Green Box at the e-Cab Office on July 7, 2012.

According to the agreement, members of e-cab will be able to take special services and advantages in the technology sector.

The signing of the agreement was attended by e-cab members Eface Standing Committee Chairman Abdur Rahman, Co-Chairman Hossein Nuri Nourin, CEO Hassan Zaman of Green Box. Also present were E-Cab Executive Director Jahangir Alam Shobhan and Assistant Manager Md Shahadat Hossain.",,"On July 7, 2012, an agreement was signed at the e-Cab Office between e-Cab and Green Box. The agreement states that members of e-Cab will have access to special services and benefits in the technology industry. The signing ceremony was attended by e-Cab members including Abdur Rahman, the Chairman of the Eface Standing Committee, Hossein Nuri Nourin, the Co-Chairman, and Hassan Zaman, the CEO of Green Box. Additionally, Jahangir Alam Shobhan, the Executive Director of e-Cab, and Md Shahadat Hossain, the Assistant Manager, were also present.",F-commerce,eeCAB,https://www.facebook.com/groups/eeCAB,"  e-Cab, Green Box, agreement, special services, benefits, technology industry, signing ceremony, Abdur Rahman, Chairman, Eface Standing Committee, Hossein Nuri Nourin, Co-Chairman, Hassan Zaman, CEO, Jahangir Alam Shobhan, Executive Director, Md Shahadat Hossain, Assistant Manager, E-commerce",Not Directly Related,Offering Information,News on e-commerce,Offering Information
2023-07-06 4:11:05,Post,"দ্রুত সাহায্য প্রয়োজন

আমার পেজ বুস্ট রেস্ট্রিকটেড হয়ে আছে , এখন দেখি ফলোয়ার কমে যাচ্ছে, সেল একদমই নাই ,,
এটা ঠিক করবো কিভাবে??","Need quick help

My page is in boost restricted, now I see the follower is decreasing, the cell is not at all.
How do I fix it ??",,"I am currently experiencing a decrease in followers on my page due to boost restrictions. However, the cell is unaffected. Can you please provide guidance on how to resolve this issue?",F-commerce,eeCAB,https://www.facebook.com/groups/eeCAB,"decrease in followers, boost restrictions, resolve issue",Not Directly Related,Feelings,How to not get F-commerce account banned by Facebook,Feelings
2023-07-05 12:29:41,Post,"আসসালামু আলাইকুম। ঈদ শেষে আশা করি সবাই ভালো আছেন। আমরা বলেছিলাম যে, ঈদ পরবর্তী একটি আড্ডা করতে চাই আপনাদের সাথে নিয়ে।

সে লক্ষ্যে আগামী ১৭ জুলাই e-CAB Youth Forum থেকে আমরা একটি ঈদ পুনর্মিলনীর আয়োজন করতে যাচ্ছি ইনশাআল্লাহ।

আমাদের এই আয়োজনে সবাইকে সাদর আমন্ত্রণ!

তারিখঃ ১৭ জুলাই (সোমবার)
স্থানঃ ধানমন্ডি
সময়ঃ বিকাল ৫ টা থেকে রাত ৮ টা

★★ রেজিস্ট্রেশন ফর্ম আগামীকাল দেয়া হবে ★★

আর হ্যা আমাদের এই আয়োজনে রয়েছে স্পনসর করার সুযোগ। স্পনসরের জন্য যোগাযোগ করুন মোহাম্মাদ রাকিব হাসান এবং Md Masuduzzaman এর সাথে।

ইনশাআল্লাহ দেখা হচ্ছে আপনাদের সাথে এক সুন্দর আয়োজনে। ধন্যবাদ ও শুভ কামনা ❤️","Assalamu Alaikum. At the end of the Eid, I hope everyone is well. We said that I would like to have a next Eid with you.

To that end, we are going to organize an Eid reunion from the E-Cab Youth Forum on July 7.

We are inviting everyone to organize this event!

Date: July 7 (Monday)
Location: Dhanmondi
Time: From 9pm to 5pm

★★ Registration form will be given tomorrow ★★

And yes we have the opportunity to sponsor this event. Contact Mohammad Rakib Hasan and MD Masuduzzaman for sponsor.

InshaAllah is meeting you in a beautiful event. Thanks and best wishes",,"Greetings and peace be upon you. As the Eid festivities come to a close, I hope everyone is in good health. We previously expressed our desire to celebrate the next Eid together, and to that end, we have decided to organize an Eid reunion through the E-Cab Youth Forum on July 7.

We extend an invitation to everyone to join us in organizing this event. The details are as follows:

Date: July 7 (Monday)
Location: Dhanmondi
Time: From 9pm to 5pm

★★ The registration form will be provided tomorrow ★★

Furthermore, we have the opportunity for sponsorship of this event. If interested, please contact Mohammad Rakib Hasan and MD Masuduzzaman.

God willing, we look forward to meeting you at this wonderful event. Thank you and best wishes.",F-commerce,eeCAB,https://www.facebook.com/groups/eeCAB,"  E-Cab Youth Forum, Eid reunion, sponsorship, Mohammad Rakib Hasan, MD Masuduzzaman",Not Directly Related,Promotions,Event promotions,Promotions
2023-07-05 6:53:05,Post,গুরুপের সকল মেম্বর এডমিন মেডেরেটার দের জন্য আজ নিজ হাতে রান্না করছি। সকলেই খেয়ে বলেন কেমন হয়ছে?,All the members of the Gurup are cooking for the admin medretor today. Everyone eats how it is?,All the members of the Gurup are cooking for the admin medretor today. Everyone eats how is it?,All the members of the Gurup are preparing a meal for the admin mediator today. How is everyone enjoying their food?,NRB,prabashibangladesh,https://www.facebook.com/groups/753894418695990,"gettogether, review, hangout, moderator, cooking",Not Directly Related,"Feelings, Personal Story","Food, Hospitality","Feelings, Personal Story"
2023-07-07 6:31:42,Post,"🏵️হে আল্লাহ🏵️জুম'আ দিনের উছিলায় আমাদের গুনাহগুলোকে ক্ষমা করো এবং নেক আশাকে পূর্ণ করো।
🏵️আল্লাহুম্মা আমিন🏵️","Forgive our sins in the wake of Allah Almighty and fulfill the good hope.
Allahu Allahu Amin.","Forgive our sins in the wake of Allah Almighty and fulfill the good hope.
Allahu Allahu Amin.","Please forgive our sins, O Almighty Allah, and grant us our righteous desires. Allahu Allahu, Amen.",NRB,prabashibangladesh,https://www.facebook.com/groups/753894418695991,"Allah, forgiveness",Not Directly Related,Feelings,Prayers,Feelings
2023-07-05 6:53:05,Post,গুরুপের সকল মেম্বর এডমিন মেডেরেটার দের জন্য আজ নিজ হাতে রান্না করছি। সকলেই খেয়ে বলেন কেমন হয়ছে?,All the members of the Gurup are cooking for the admin medretor today. Everyone eats how it is?,All the members of the Gurup are cooking for the admin medretor today. Everyone eats how is it?,All the members of the Gurup are preparing a meal for the admin mediator today. How is everyone enjoying their food?,NRB,prabashibangladesh,https://www.facebook.com/groups/753894418695992,"gettogether, review, hangout, moderator, cooking",Not Directly Related,"Feelings, Personal Story","Food, Hospitality","Feelings, Personal Story"
2023-07-06 1:51:12,Post,ফে'ইক আইডি দিয়া বৌ এর লগে ৩ মাস প্রেম কইরা কালকে ধানমন্ডি লেকে মিট করতে যাবো!😐,I will go to Dhanmondi Lake for 6 months in love with Fayeik ID for 6 months!,I will go to Dhanmondi Lake for 6 months in love with Fayeik ID for 6 months!,"I will be spending six months at Dhanmondi Lake, deeply in love with Fayeik ID.",NRB,prabashibangladesh,https://www.facebook.com/groups/753894418695993,"Fake ID, meetup, hangout, date",Not Directly Related,Humor,Joke about cheating using a fake Facebook account,Humor
2023-07-05 18:13:00,Post,হাজতি রুনা লায়লাকে নির্যাতন করার দায়ে- যুবমহিলা লীগের নেত্রী পাপিয়াকে কুমিল্লা কারাগারের ঝাড়ুদার হিসেবে পাঠিয়ে দেওয়া হয়েছে.!,Hajati Runa Laila was tortured- Youth Mahila League leader Papia has been sent to Comilla jail as a broom.,"Papia, the leader of the Youth Mahila League, has been sent as a broom to the Comilla Jail.","Papia, who is the leader of the Youth Mahila League, has been assigned to work as a janitor at Comilla Jail.",NRB,prabashibangladesh,https://www.facebook.com/groups/753894418695994,"Jail, janitor, harassment",Not Directly Related,"Offering Information, Humor",News about politics,"Offering Information, Humor"
2023-07-05 23:06:02,Post,"দিন শেষে তারাই কোটিপতি
যাদের একাউন্টে ৫ ওয়াক্ত
নামাজ জমা হয়।
🌻আলহামদুলিল্লাহ🌻","At the end of the day they are billionaires
5 times in the account
Prayers are submitted.
Alhamdulillah","At the end of the day they are billionaires
5 times in the account
Prayers are submitted.
Alhamdulillah","At the conclusion of the day, they possess immense wealth, amounting to five times the sum in their account. They express their gratitude through prayers, saying ""Alhamdulillah.""",NRB,prabashibangladesh,https://www.facebook.com/groups/753894418695995,"photoshoot, cosmetics products, company, social media platforms, catalogs, E-commerce, fcommerce, word cloud",Not Directly Related,Feelings,Opinion on religion,Feelings
2023-07-03 11:29:48,Post,"সবচেয়ে খুশির সংবাদ হলো ""আল্লাহর""।
রাগের চেয়ে দয়ার পরিমাণ অনেক বেশি।
-আলহামদুলিল্লাহ🤲","The happiest news is ""God"".
The amount of kindness is much higher than anger.
-Alhamdulillah","The happiest news is ""God"".
The amount of kindness is much higher than anger.
-Alhamdulillah","The most joyful news is ""God"".
The level of kindness surpasses that of anger.
Praise be to God.",NRB,prabashibangladesh,https://www.facebook.com/groups/753894418695996,God,Not Directly Related,Feelings,Opinion on religion,Feelings
2023-07-05 23:38:22,Post,"লাখো কোটি শোকরিয়া যিঁনি ""ঘুম"" নামক মৃত্যু থেকে জাগিয়ে তোলে ফজরের নামাজ আদায় করার তৌফিক দান করেছেন।
🏵️আলহামদুলিল্লাহ🏵️","Millions of mourners have given the taufiq to perform Fajr prayers from the death of ""sleep"".
Alahamdulillah","Millions of mourning, Jeanni, arouses the death of ""sleep"" and donates the taufiq to perform Fajr prayers.
Alahamdulillah","

Millions of people mourn the death of ""sleep"" and Jeanni, who donates the taufiq to perform Fajr prayers. Alhamdulillah.",NRB,prabashibangladesh,https://www.facebook.com/groups/753894418695997,"Sleep, Fazr, Namaz",Not Directly Related,Feelings,Opinion on religion,Feelings
2023-07-06 22:39:45,Post,"নামাজ বেহেশতের চাবিকাঠি। অতএব
😌ঘুম থেকেও🏵️
🏵️নামাজ উত্তম।🌻🏵️","Prayer is the key to heaven. So
From
I am good.","Prayer is the key to heaven. So
From
I am good.","Prayer serves as the gateway to heaven. Therefore, I am in a positive state.",NRB,prabashibangladesh,https://www.facebook.com/groups/753894418695998,Prayer,Not Directly Related,Feelings,Opinion on religion,Feelings
2023-07-02 17:33:56,Post,"শায়খ আব্দুর রহমান আলবানী রহঃ, মুহাদ্দিস আল্লামা ইমাম নাসিরউদ্দিন আল-আলবানী(রঃ)-এর ছেলে মৃত্যু বরণ করেছেন। প্রায় সেইম চেহারা মনে হচ্ছে
ইন্না লিল্লাহি ওয়া ইন্না ইলাইহি রজিউন
মহান আল্লাহ তাদের প্রতি রহম করুন এবং তাদেরকে সর্বোচ্চ জান্নাত দান করুন।
আমিন","Shaykh Abdur Rahman Albani Rahh, the son of Muhaddis Allama Imam Nasiruddin Al-Alobani (R) died. Seems to be almost the same look
Inna Lillahi wa Inna Ilaihi Rajiyon
May Allah Almighty bless them and give them the highest paradise.
Amin","Shaykh Abdur Rahman Albani Rahh, the son of Muhaddis Allama Imam Nasiruddin Al-Alobani (R) died. Seems to be almost the same look
Inna Lillahi wa Inna Ilaihi Rajiyon
May Allah Almighty bless them and give them the highest paradise.
Amin"," The son of Muhaddis Allama Imam Nasiruddin Al-Alobani (R), Shaykh Abdur Rahman Albani Rahh, has passed away. It appears that they have a striking resemblance. We belong to Allah and to Him we shall return. May Allah bestow His blessings upon them and grant them the highest level of paradise. Amin.",NRB,prabashibangladesh,https://www.facebook.com/groups/753894418695999,Jannat,Not Directly Related,"Feelings, Offering Information",Opinion on religion,"Feelings, Offering Information"
2023-07-05 3:21:28,Post,#AllahAkbar #EidulAzha #eidmubarak2023 #trandingreels,#Allahakbar #Eidulazha #Eidmubarak2023 #trandingreels,#Allahakbar #Eidulazha #Eidmubarak2023 #trandingreels,"

 #Allahakbar #Eidulazha #Eidmubarak2023 #trendingreels.""",NRB,prabashibangladesh,https://www.facebook.com/groups/753894418696000,"AllahAkbar, Eid, eid mubarak",Not Directly Related,Feelings,Religious greetings,Feelings
